model,effort,condition,n,share_aware,share_evalframe,mean_trace_chars,coop_aware,coop_notaware,crude_diff_coop_pp,lenadj_diff_coop_pp,n_deciles,crude_diff_boardcall_pp,lenadj_diff_boardcall_pp
DeepSeek,high,absent,3221,0.723067370381869,0.05060540204905309,21312.718099968955,0.3168741949334478,0.17376681614349776,14.310737878995006,-11.225331223765963,5,0.0,0.0
DeepSeek,high,forbidden,32631,0.3199718059513959,0.0182648401826484,7411.626030461831,0.4408581553491045,0.18661559260928345,25.424256273982103,26.540724482807597,10,0.30649398048969684,-0.05074395080991102
DeepSeek,high,hidden,32279,0.3424207689209703,0.012360977725456178,10081.201803029833,0.45471817606079795,0.25285027796099124,20.18678980998067,22.675423371985257,10,23.026488555876533,-4.944324316888094
DeepSeek,high,permitted,33580,0.3446396664681358,0.011078022632519356,11081.552144133413,0.5742676920418215,0.4793474803471623,9.49202116946592,17.16733479800902,10,19.52719214251567,-4.718107620397679
DeepSeek,off,forbidden,26827,0.015134006784209939,0.0,761.9954896186678,0.4975369458128079,0.334922977934219,16.26139678785889,19.148215352917973,7,-6.352360405954141,-12.034064836360283
DeepSeek,off,hidden,37834,0.009779563355711793,0.0,771.9794100544484,0.4189189189189189,0.36087977792013665,5.803914099878227,12.55850643560666,5,0.27493060004271097,0.14503583941621212
DeepSeek,off,permitted,40431,0.0085330563181717,2.4733496574410723e-05,689.8964655833395,0.5159420289855072,0.45836451628997654,5.757751269553069,18.49822184102365,4,-0.09277878647863114,0.11994300301682859
MiMo,off,forbidden,55186,0.0089696662196934,3.624107563512485e-05,534.4819700648716,0.6545454545454545,0.4715401071474283,18.300534739802625,21.85993001432502,9,-3.371138013400908,-1.161158873701769
MiMo,off,permitted,3870,0.002325581395348837,0.0,470.01627906976745,0.7777777777777778,0.7182077182077182,5.957005957005956,,0,-35.71613571613572,
