dataset,scope,opponent_type,n_sandboxes,n_games,own_coop_played,opp_coop_played,spr,opp_spr,mutual_C,mutual_D,exploited_opp,was_exploited,round1_coop,last5_coop,retaliation_rate,forgiveness_rate,rounds,coop_lo,coop_hi,spr_lo,spr_hi
prereg,all,Grudger,69,1652,0.4533800025605527,0.3989973499883928,1.7697972741941104,2.0532660132127885,0.32716955578383905,0.4747922032348934,0.0718277942045538,0.12621044677671364,0.6491545893719808,0.3762942834138486,0.782946597540515,0.3705298758409511,19.43792270531401,0.4105799818498909,0.49457535972612554,1.6707975421083603,1.8667239773647735
prereg,all,LLM,69,9046,0.4607168576464521,0.4607168576464521,1.8564827697434123,1.8564827697434123,0.3426434621800391,0.42120974688713486,0.11807339546641298,0.11807339546641298,0.6391948631079067,0.4304433328346372,0.7393713556442378,0.40077878864804795,17.975538471190646,0.4173008413895025,0.5032528641938517,1.7151585159701648,1.9893824524795523
prereg,all,Pavlov,69,1648,0.5152259226749727,0.7087085724460581,2.742980524042963,1.8421492313204066,0.4464554718102674,0.22252097668923662,0.2622531006357908,0.06877045086470517,0.6431159420289855,0.48951288244766505,0.6668235308696573,0.27814295269630873,19.94957729468599,0.4664908249418744,0.5628323635674503,2.6668824090936183,2.805877779644717
prereg,all,Random,69,1650,0.3510089223958491,0.49551976691394267,2.3799439990662865,1.6804533399875665,0.17355129265465186,0.3270226033448601,0.3219684742592908,0.1774576297411972,0.6481481481481483,0.30007716049382716,0.7641975551218877,0.3060223256871267,19.37097423510467,0.3211885151853097,0.3803575226626426,2.3173663767139083,2.44002949164939
prereg,all,TitForTat,69,3297,0.5491827988757471,0.6032137694065401,2.3133597915558317,2.0656945074116697,0.4567911009651865,0.3043945326828992,0.14642266844135363,0.09239169791056068,0.6407968444855586,0.5390401395680072,0.6045949369850733,0.35387528417150166,19.470525894600826,0.5017615139783776,0.5956467450423786,2.2214228067348767,2.4000906770978605
prereg,effort=high,AlwaysDefect,19,451,0.14760487131516492,0.0,0.8487036082169986,1.583255742570601,0.0,0.8523951286848349,0.0,0.14760487131516492,0.7302631578947367,0.10672899353647276,0.9289661156508184,,20.459372114496766,,,,
prereg,effort=high,Grudger,19,452,0.4029943003729777,0.3774338089108868,1.786523882309341,1.9161277180659102,0.3128235692519554,0.532395459968091,0.06461023965893137,0.09017073112102221,0.7543859649122806,0.2696125730994152,0.8238084146030521,0.4243980449416472,19.673684210526314,,,,
prereg,effort=high,LLM,19,2458,0.4013319451204051,0.4013319451204051,1.8763952639740253,1.8763952639740253,0.28365571800705586,0.4809918277662456,0.11767622711334925,0.11767622711334928,0.7478968400021031,0.33330099724836565,0.7987658145108977,0.32043418449075556,19.17106051842894,,,,
prereg,effort=high,Pavlov,19,448,0.5107159391923963,0.7102775693828027,2.839182969838736,1.8647757124248974,0.4520237254794832,0.23103021690428424,0.25825384390331946,0.05869221371291304,0.7499999999999999,0.452046783625731,0.6173512014847143,0.2585472497422169,21.038377192982455,,,,
prereg,effort=high,Random,19,450,0.2659885310024438,0.4892511451577485,2.5366203247026684,1.4291677891024694,0.13081784082168202,0.3755781646614898,0.35843330433606646,0.13517069018076178,0.7331871345029238,0.19892787524366473,0.8784158084600666,0.2109694126971305,19.934941520467838,,,,
