dataset,block,sandbox,model,condition,effort,score_state,paraphrase,n_games,board_rate,decoy_rate,post_rate,read_rate,n_dec,n_played,parse_fail,trunc_rate,fb_any,retry_rate,mean_attempts,lost_by_retry,mean_reason_tok,n_agent_games,n_games_all,abort_rate,unobs_rate,censored_rate
prereg,B6,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,210,0.9666666666666667,0.9666666666666667,0.8380952380952381,0.9619047619047619,5452,5448,0.0005502567865003668,0.0020176082171680116,0.0005502567865003668,0.01669112252384446,1.0166911225238444,0.005319148936170213,0.0,276,210,0.018115942028985508,0.0,0.0
prereg,B6,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,210,0.9523809523809523,0.9571428571428572,0.8285714285714286,0.9523809523809523,5312,5311,0.00018825301204819278,0.00018825301204819278,0.00018825301204819278,0.0030120481927710845,1.0030120481927711,0.0013177710843373493,3148.9977409638554,276,210,0.0036231884057971015,0.0,0.0
prereg,B6,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,210,1.0,1.0,0.9523809523809523,1.0,4479,4415,0.010493413708417058,0.012279526680062514,0.010493413708417058,0.046215673141326186,1.0462156731413261,0.00044652824291136416,0.0,276,210,0.29347826086956524,0.0,0.0
prereg,B6,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,210,1.0,1.0,0.8142857142857143,1.0,3674,3588,0.019869352204681546,0.024496461622210124,0.019869352204681546,0.06614044637996734,1.0661404463799673,0.0,0.0,276,210,0.4057971014492754,0.0,0.0
prereg,B6,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,210,1.0,1.0,0.9523809523809523,1.0,5513,5512,0.00018138944313440957,0.00018138944313440957,0.00018138944313440957,0.003809178305822601,1.0038091783058225,0.00018138944313440957,3318.6225285688374,276,210,0.007246376811594203,0.0,0.0
prereg,B6,B6-permitted-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,210,1.0,1.0,0.8857142857142857,1.0,3691,3617,0.015442969384990518,0.02113248442156597,0.015442969384990518,0.06312652397724194,1.0631265239772418,0.000270929287455974,0.0,276,210,0.36231884057971014,0.0,0.0
prereg,B6,B6-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,210,1.0,1.0,0.9,1.0,3026,2901,0.03271645736946464,0.03998678122934567,0.03271645736946464,0.10343688037012558,1.1034368803701256,0.0,0.0,276,210,0.5471014492753623,0.0,0.0
prereg,B6,M6-forbidden-off-ahead,XiaomiMiMo/MiMo-V2.5-Pro,forbidden,off,ahead,p3,210,0.8904761904761904,0.8476190476190476,0.7761904761904762,0.8285714285714286,5302,5298,0.0005658242172764995,0.0,0.0005658242172764995,0.011127876273104489,1.0111278762731044,0.0005658242172764995,0.0,276,210,0.014492753623188406,0.0,0.0
prereg,B6,M6-forbidden-off-behind,XiaomiMiMo/MiMo-V2.5-Pro,forbidden,off,behind,p3,210,0.9238095238095239,0.8857142857142857,0.8095238095238095,0.8523809523809524,5531,5530,0.0001807991321641656,0.0001807991321641656,0.0001807991321641656,0.010124751401193274,1.0101247514011933,0.0003615982643283312,0.0,276,210,0.007246376811594203,0.0,0.0
replication,B1,B1-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,210,1.0,0.9952380952380953,0.8285714285714286,1.0,5921,5908,0.0018577942915048134,0.0,0.0018577942915048134,0.010471204188481676,1.0104712041884816,0.0028711366323256205,0.0,276,210,0.057971014492753624,0.0,0.0
replication,B1,B1-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,210,1.0,0.9904761904761905,0.8476190476190476,1.0,5399,5398,0.00018521948508983145,0.0,0.00018521948508983145,0.0051861455825152804,1.0051861455825153,0.0007408779403593258,0.0,276,210,0.0036231884057971015,0.0,0.0
replication,B1,B1-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,210,1.0,0.9809523809523809,0.9,1.0,5493,5488,0.0005461496450027307,0.0,0.0005461496450027307,0.0034589477516839616,1.003458947751684,0.0001820498816675769,0.0,276,210,0.021739130434782608,0.0,0.0
replication,B1,B1-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,210,1.0,1.0,0.9238095238095239,1.0,5575,5575,0.0,0.0,0.0,0.0021524663677130046,1.002152466367713,0.0,0.0,276,210,0.0,0.0,0.0
replication,B2,B2-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p1,210,1.0,0.9952380952380953,0.8333333333333334,1.0,5632,5624,0.0012428977272727273,0.0,0.0012428977272727273,0.007102272727272727,1.0071022727272727,0.0024857954545454545,0.0,276,210,0.03985507246376811,0.0,0.0
replication,B2,B2-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p1,210,1.0,0.9952380952380953,0.8714285714285714,1.0,5678,5674,0.0007044734061289186,0.0,0.0007044734061289186,0.007220852412821416,1.0072208524128214,0.0012328284607256077,0.0,276,210,0.018115942028985508,0.0,0.0
replication,B2,B2-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p1,210,1.0,0.9857142857142858,0.919047619047619,1.0,5643,5642,0.000177210703526493,0.0,0.000177210703526493,0.004075846181109339,1.0040758461811092,0.000354421407052986,0.0,276,210,0.0036231884057971015,0.0,0.0
replication,B2,B2-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p1,210,1.0,0.9904761904761905,0.8238095238095238,1.0,5621,5620,0.0001779042874933286,0.0,0.0001779042874933286,0.0033801814623732433,1.0033801814623733,0.0,0.0,276,210,0.0036231884057971015,0.0,0.0
replication,B3,B3-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,210,1.0,0.9904761904761905,0.9428571428571428,1.0,5308,5303,0.0007535795026375283,0.0,0.0007535795026375283,0.011115297663903541,1.0111152976639035,0.0016955538809344385,0.0,276,210,0.018115942028985508,0.0,0.0
replication,B3,B3-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p2,210,1.0,0.9952380952380953,0.9047619047619048,1.0,5301,5297,0.0005659309564233164,0.0,0.0005659309564233164,0.013582342954159592,1.0135823429541595,0.0009432182607055273,0.0,276,210,0.018115942028985508,0.0,0.0
replication,B3,B3-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p2,210,1.0,1.0,0.9285714285714286,1.0,5169,5153,0.0025149932288643837,0.0,0.0025149932288643837,0.015283420390791256,1.0152834203907912,0.0013542271232346683,0.0,276,210,0.06521739130434782,0.0,0.0
replication,B3,B3-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,210,1.0,1.0,0.9047619047619048,1.0,5567,5557,0.0012574097359439554,0.0,0.0012574097359439554,0.011496317585773307,1.0114963175857734,0.00017962996227770793,0.0,276,210,0.03985507246376811,0.0,0.0
replication,B4,B4-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p2,210,1.0,0.9952380952380953,0.9238095238095239,1.0,5203,5198,0.000768787238131847,0.0,0.000768787238131847,0.012492792619642513,1.0124927926196425,0.001537574476263694,0.0,276,210,0.021739130434782608,0.0,0.0
replication,B4,B4-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p2,210,1.0,1.0,0.919047619047619,1.0,5627,5624,0.00035542918073573843,0.0,0.00035542918073573843,0.015461169362004621,1.0154611693620046,0.0014217167229429537,0.0,276,210,0.010869565217391304,0.0,0.0
replication,B4,B4-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p2,210,1.0,0.9952380952380953,0.9285714285714286,1.0,5205,5175,0.004226705091258405,0.0,0.004226705091258405,0.020941402497598464,1.0209414024975985,0.003650336215177714,0.0,276,210,0.12681159420289856,0.0,0.0
replication,B4,B4-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,210,1.0,1.0,0.9619047619047619,1.0,5718,5712,0.0008744316194473592,0.0,0.0008744316194473592,0.009618747813920952,1.009618747813921,0.0008744316194473592,0.0,276,210,0.028985507246376812,0.0,0.0
replication,B5,B5-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,210,1.0,0.9952380952380953,0.9523809523809523,1.0,5733,5730,0.0005232862375719519,0.0005232862375719519,0.0005232862375719519,0.008721437292865864,1.008721437292866,0.0,0.0,276,210,0.018115942028985508,0.0,0.0
replication,B5,B5-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,210,1.0,0.9952380952380953,0.919047619047619,1.0,5435,5427,0.0009199632014719411,0.0003679852805887764,0.0009199632014719411,0.015639374425023,1.015639374425023,0.0,0.0,276,210,0.036231884057971016,0.0,0.0
replication,B5,B5-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,210,1.0,0.9952380952380953,0.9666666666666667,1.0,5726,5725,0.00017464198393293747,0.0,0.00017464198393293747,0.003318197694725812,1.0033181976947259,0.0,0.0,276,210,0.0036231884057971015,0.0,0.0
replication,B5,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,210,1.0,1.0,0.9619047619047619,1.0,5499,5493,0.0010911074740861974,0.0010911074740861974,0.0010911074740861974,0.016002909619930897,1.016002909619931,0.0,0.0,276,210,0.03985507246376811,0.0,0.0
replication,B6,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,210,1.0,1.0,0.9238095238095239,1.0,5320,5314,0.0007518796992481203,0.0,0.0007518796992481203,0.011466165413533834,1.0114661654135337,0.0,0.0,276,210,0.028985507246376812,0.0,0.0
replication,B6,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,210,1.0,0.9952380952380953,0.8857142857142857,1.0,5258,5255,0.0003803727653100038,0.0001901863826550019,0.0003803727653100038,0.0098896918980601,1.00988969189806,0.0,0.0,276,210,0.014492753623188406,0.0,0.0
replication,B6,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,210,1.0,1.0,0.9666666666666667,1.0,5525,5524,0.00018099547511312217,0.0,0.00018099547511312217,0.0050678733031674205,1.0050678733031675,0.0,0.0,276,210,0.0036231884057971015,0.0,0.0
replication,B6,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,210,1.0,0.9952380952380953,0.9571428571428572,1.0,5188,5182,0.0007710100231303007,0.00038550501156515033,0.0007710100231303007,0.010023130300693909,1.010023130300694,0.0,0.0,276,210,0.021739130434782608,0.0,0.0
