sandbox,quarter,model,effort,condition,state,block,board_size_at_read,read_rate,post_rate
M3-forbidden-off-ahead,1,MiMo,off,forbidden,ahead,B3,30.38586956521739,0.12508497620666215,0.03467029231815092
M3-forbidden-off-ahead,2,MiMo,off,forbidden,ahead,B3,85.25615763546799,0.1392318244170096,0.03429355281207133
M3-forbidden-off-ahead,3,MiMo,off,forbidden,ahead,B3,130.19565217391303,0.12602739726027398,0.030136986301369864
M3-forbidden-off-ahead,4,MiMo,off,forbidden,ahead,B3,177.46733668341707,0.13602187286397813,0.034859876965140126
M3-forbidden-off-behind,1,MiMo,off,forbidden,behind,B3,26.57075471698113,0.15508412582297001,0.03291880029261156
M3-forbidden-off-behind,2,MiMo,off,forbidden,behind,B3,86.15384615384616,0.1704297159504734,0.04661325564457393
M3-forbidden-off-behind,3,MiMo,off,forbidden,behind,B3,159.13004484304932,0.16171138506163887,0.06163886874546773
M3-forbidden-off-behind,4,MiMo,off,forbidden,behind,B3,228.51054852320675,0.17633928571428573,0.03571428571428571
M4-forbidden-off-ahead,1,MiMo,off,forbidden,ahead,B4,32.17088607594937,0.11309949892627058,0.03937007874015748
M4-forbidden-off-ahead,2,MiMo,off,forbidden,ahead,B4,82.12234042553192,0.13593637020968907,0.03398409255242227
M4-forbidden-off-ahead,3,MiMo,off,forbidden,ahead,B4,125.53374233128834,0.11527581329561527,0.028288543140028287
M4-forbidden-off-ahead,4,MiMo,off,forbidden,ahead,B4,167.81935483870967,0.11742424242424243,0.02803030303030303
M4-forbidden-off-behind,1,MiMo,off,forbidden,behind,B4,36.80275229357798,0.1591240875912409,0.04817518248175182
M4-forbidden-off-behind,2,MiMo,off,forbidden,behind,B4,93.84536082474227,0.14222873900293256,0.04325513196480939
M4-forbidden-off-behind,3,MiMo,off,forbidden,behind,B4,155.82741116751268,0.14285714285714285,0.03843364757070341
M4-forbidden-off-behind,4,MiMo,off,forbidden,behind,B4,209.52608695652174,0.17228464419475656,0.039700374531835204
M5-forbidden-off-ahead,1,MiMo,off,forbidden,ahead,B5,66.72941176470589,0.11904761904761904,0.08823529411764706
M5-forbidden-off-ahead,2,MiMo,off,forbidden,ahead,B5,200.28488372093022,0.12445730824891461,0.10130246020260492
M5-forbidden-off-ahead,3,MiMo,off,forbidden,ahead,B5,327.98333333333335,0.12756909992912827,0.0744153082919915
M5-forbidden-off-ahead,4,MiMo,off,forbidden,ahead,B5,442.9625,0.11544011544011544,0.09668109668109669
M5-forbidden-off-behind,1,MiMo,off,forbidden,behind,B5,72.58563535911603,0.13173216885007277,0.10407569141193596
M5-forbidden-off-behind,2,MiMo,off,forbidden,behind,B5,224.39086294416245,0.14474650991917706,0.106539309331374
M5-forbidden-off-behind,3,MiMo,off,forbidden,behind,B5,379.17277486910996,0.1437170805116629,0.11888638073739653
M5-forbidden-off-behind,4,MiMo,off,forbidden,behind,B5,549.6878306878307,0.141044776119403,0.12462686567164179
M6-forbidden-off-ahead,1,MiMo,off,forbidden,ahead,B6,48.66225165562914,0.11336336336336336,0.07207207207207207
M6-forbidden-off-ahead,2,MiMo,off,forbidden,ahead,B6,167.17073170731706,0.12275449101796407,0.09356287425149701
M6-forbidden-off-ahead,3,MiMo,off,forbidden,ahead,B6,285.8816568047337,0.12668665667166418,0.08770614692653673
M6-forbidden-off-ahead,4,MiMo,off,forbidden,ahead,B6,413.54545454545456,0.12692307692307692,0.10538461538461538
M6-forbidden-off-behind,1,MiMo,off,forbidden,behind,B6,73.31012658227849,0.11391492429704397,0.0966113914924297
M6-forbidden-off-behind,2,MiMo,off,forbidden,behind,B6,218.5745856353591,0.1281869688385269,0.11331444759206799
M6-forbidden-off-behind,3,MiMo,off,forbidden,behind,B6,373.03409090909093,0.12998522895125553,0.10782865583456426
M6-forbidden-off-behind,4,MiMo,off,forbidden,behind,B6,516.463768115942,0.15021770682148042,0.09506531204644413
