dataset,sandbox,path,disposition,prov_sha,prov_bytes,prov_lines,inv_sha,inv_bytes,inv_lines,disk_sha,disk_bytes,prov_vs_inv,prov_vs_disk,inv_vs_disk
prereg,B6-hidden-high-behind,runs/v3b/B6-hidden-high-behind/moves.jsonl,included,1d7d6ce497bce967ba6ea031b793d167987d7580e8e790fbb04d32e0a07890cd,50563293,9021,1d7d6ce497bce967ba6ea031b793d167987d7580e8e790fbb04d32e0a07890cd,50563293,9021,1d7d6ce497bce967ba6ea031b793d167987d7580e8e790fbb04d32e0a07890cd,50563293,OK,OK,OK
prereg,B6-hidden-off-behind,runs/v3b/B6-hidden-off-behind/moves.jsonl,included,fc623fa865738bc15bb9290afe71066993740dc8eff6bf86e0bb4c74f1c011bc,47383604,10461,fc623fa865738bc15bb9290afe71066993740dc8eff6bf86e0bb4c74f1c011bc,47383604,10461,fc623fa865738bc15bb9290afe71066993740dc8eff6bf86e0bb4c74f1c011bc,47383604,OK,OK,OK
prereg,B6-permitted-high-behind,runs/v3b/B6-permitted-high-behind/moves.jsonl,included,208ff79a7f01fdc7ef93f5d187ec5d3bd58fd28cd3fa462128015c0e69fad603,72357490,9101,208ff79a7f01fdc7ef93f5d187ec5d3bd58fd28cd3fa462128015c0e69fad603,72357490,9101,208ff79a7f01fdc7ef93f5d187ec5d3bd58fd28cd3fa462128015c0e69fad603,72357490,OK,OK,OK
prereg,B6-permitted-off-ahead,runs/v3b/B6-permitted-off-ahead/moves.jsonl,included,63e57d0da99177b0c414aeeab7c3b8034a889b73ce7049dc6fe0261a54199ecf,41457942,10985,63e57d0da99177b0c414aeeab7c3b8034a889b73ce7049dc6fe0261a54199ecf,41457942,10985,63e57d0da99177b0c414aeeab7c3b8034a889b73ce7049dc6fe0261a54199ecf,41457942,OK,OK,OK
prereg,B6-permitted-off-behind,runs/v3b/B6-permitted-off-behind/moves.jsonl,included,86d17e8eaa422b9851c0e66d31b92275822f650b6438db579784232cd326524f,38903925,9808,86d17e8eaa422b9851c0e66d31b92275822f650b6438db579784232cd326524f,38903925,9808,86d17e8eaa422b9851c0e66d31b92275822f650b6438db579784232cd326524f,38903925,OK,OK,OK
prereg,X1-forbidden-off-behind-p4,runs/v3b/X1-forbidden-off-behind-p4/moves.jsonl,included,b4bc395765813a8c6722e25235a33822cbf1157c0326290aceb6c12e60e5a46f,25832320,12452,b4bc395765813a8c6722e25235a33822cbf1157c0326290aceb6c12e60e5a46f,25832320,12452,b4bc395765813a8c6722e25235a33822cbf1157c0326290aceb6c12e60e5a46f,25832320,OK,OK,OK
prereg,M1-forbidden-off-ahead,runs/v3-mimo/M1-forbidden-off-ahead/moves.jsonl,included,30fef5acb5d766ba61e1e11740f7a8c6d73186e2fdbdb9decd76b6898e6c6588,28931421,12800,30fef5acb5d766ba61e1e11740f7a8c6d73186e2fdbdb9decd76b6898e6c6588,28931421,12800,30fef5acb5d766ba61e1e11740f7a8c6d73186e2fdbdb9decd76b6898e6c6588,28931421,OK,OK,OK
prereg,M1-forbidden-off-behind,runs/v3-mimo/M1-forbidden-off-behind/moves.jsonl,included,fc6f4c2d3349a1d19d62d223421c5101de62b8af7425e22a9fec874d9e06d7b5,30052019,13001,fc6f4c2d3349a1d19d62d223421c5101de62b8af7425e22a9fec874d9e06d7b5,30052019,13001,fc6f4c2d3349a1d19d62d223421c5101de62b8af7425e22a9fec874d9e06d7b5,30052019,OK,OK,OK
prereg,M1-permitted-off-behind,runs/v3-mimo/M1-permitted-off-behind/moves.jsonl,included,f9867b011460e2473b29e6482c7a8752125aa4999d1e952dc1e608b0e1b98b1e,44381130,12486,f9867b011460e2473b29e6482c7a8752125aa4999d1e952dc1e608b0e1b98b1e,44381130,12486,f9867b011460e2473b29e6482c7a8752125aa4999d1e952dc1e608b0e1b98b1e,44381130,OK,OK,OK
prereg,M2-forbidden-off-ahead,runs/v3-mimo/M2-forbidden-off-ahead/moves.jsonl,included,9205be288372d13268454915489245cd2fbcfb1d02b3331868bd9fc0f429d8d4,28441177,12745,9205be288372d13268454915489245cd2fbcfb1d02b3331868bd9fc0f429d8d4,28441177,12745,9205be288372d13268454915489245cd2fbcfb1d02b3331868bd9fc0f429d8d4,28441177,OK,OK,OK
prereg,M2-forbidden-off-behind,runs/v3-mimo/M2-forbidden-off-behind/moves.jsonl,included,21e0b75b05428506dcaccb3ae10fabfc3a4d50c972bbccf0962aed0f04019b71,30633485,13439,21e0b75b05428506dcaccb3ae10fabfc3a4d50c972bbccf0962aed0f04019b71,30633485,13439,21e0b75b05428506dcaccb3ae10fabfc3a4d50c972bbccf0962aed0f04019b71,30633485,OK,OK,OK
prereg,M3-forbidden-off-ahead,runs/v3-mimo/M3-forbidden-off-ahead/moves.jsonl,included,f89d268e318e26f02123c29abb50fe5539100295ad006fb3ad7cbacc715897ef,31996041,13418,f89d268e318e26f02123c29abb50fe5539100295ad006fb3ad7cbacc715897ef,31996041,13418,f89d268e318e26f02123c29abb50fe5539100295ad006fb3ad7cbacc715897ef,31996041,OK,OK,OK
prereg,M3-forbidden-off-behind,runs/v3-mimo/M3-forbidden-off-behind/moves.jsonl,included,0322a5f0ac59fc293732a51940c04eacbb58a23c1bc858ceb98a0c0d763d9d9d,32048832,12661,0322a5f0ac59fc293732a51940c04eacbb58a23c1bc858ceb98a0c0d763d9d9d,32048832,12661,0322a5f0ac59fc293732a51940c04eacbb58a23c1bc858ceb98a0c0d763d9d9d,32048832,OK,OK,OK
prereg,M4-forbidden-off-ahead,runs/v3-mimo/M4-forbidden-off-ahead/moves.jsonl,included,c9e450f55876b88f1a53d7a7f9cc921f3555ff64c77f41c5f95d2fe0afd4bb0d,30816725,13241,c9e450f55876b88f1a53d7a7f9cc921f3555ff64c77f41c5f95d2fe0afd4bb0d,30816725,13241,c9e450f55876b88f1a53d7a7f9cc921f3555ff64c77f41c5f95d2fe0afd4bb0d,30816725,OK,OK,OK
prereg,M4-forbidden-off-behind,runs/v3-mimo/M4-forbidden-off-behind/moves.jsonl,included,d1ecdf1822ad3ae3f86ce55c89812aafa4003afc247edfba37bf9d5716b72ba1,31796906,12679,d1ecdf1822ad3ae3f86ce55c89812aafa4003afc247edfba37bf9d5716b72ba1,31796906,12679,d1ecdf1822ad3ae3f86ce55c89812aafa4003afc247edfba37bf9d5716b72ba1,31796906,OK,OK,OK
prereg,M5-forbidden-off-ahead,runs/v3-mimo/M5-forbidden-off-ahead/moves.jsonl,included,3b353fb0f0af2c50eefecfc6e80a5d665b285afa03b444db2855d10d941c1a24,29937886,13170,3b353fb0f0af2c50eefecfc6e80a5d665b285afa03b444db2855d10d941c1a24,29937886,13170,3b353fb0f0af2c50eefecfc6e80a5d665b285afa03b444db2855d10d941c1a24,29937886,OK,OK,OK
prereg,M5-forbidden-off-behind,runs/v3-mimo/M5-forbidden-off-behind/moves.jsonl,included,bd596964cf13a8cd0fd40839e92051a24c61fd94461ad49d0d073f7dd00564ab,30280780,12920,bd596964cf13a8cd0fd40839e92051a24c61fd94461ad49d0d073f7dd00564ab,30280780,12920,bd596964cf13a8cd0fd40839e92051a24c61fd94461ad49d0d073f7dd00564ab,30280780,OK,OK,OK
prereg,M6-forbidden-off-ahead,runs/v3-mimo/M6-forbidden-off-ahead/moves.jsonl,included,27b0962243b5914f6a2b7e2faf51aa745eb73ea78922547e0bae6a9518e125c6,28974276,12895,27b0962243b5914f6a2b7e2faf51aa745eb73ea78922547e0bae6a9518e125c6,28974276,12895,27b0962243b5914f6a2b7e2faf51aa745eb73ea78922547e0bae6a9518e125c6,28974276,OK,OK,OK
prereg,M6-forbidden-off-behind,runs/v3-mimo/M6-forbidden-off-behind/moves.jsonl,included,6242d9af8a18b3414e35d51775e4d79c1c1502a768ef7fa1255b03493f3d718d,30165847,12722,6242d9af8a18b3414e35d51775e4d79c1c1502a768ef7fa1255b03493f3d718d,30165847,12722,6242d9af8a18b3414e35d51775e4d79c1c1502a768ef7fa1255b03493f3d718d,30165847,OK,OK,OK
prereg,Y1-forbidden-off-behind-p4,runs/v3-mimo/Y1-forbidden-off-behind-p4/moves.jsonl,included,a457a627f98ca15ada1496ef6dade4075f293782fa3b1110e4b565cf1809f4a0,22254218,12833,a457a627f98ca15ada1496ef6dade4075f293782fa3b1110e4b565cf1809f4a0,22254218,12833,a457a627f98ca15ada1496ef6dade4075f293782fa3b1110e4b565cf1809f4a0,22254218,OK,OK,OK
repair,B1-absent-high-ahead-repair,runs/v7-repair/B1-absent-high-ahead-repair/moves.jsonl,excluded,50f7dffdfea8a1cdcc7a3dca61cda354d571f03d789c0948f66b32087f49b399,27110788,2158,50f7dffdfea8a1cdcc7a3dca61cda354d571f03d789c0948f66b32087f49b399,27110788,2158,50f7dffdfea8a1cdcc7a3dca61cda354d571f03d789c0948f66b32087f49b399,27110788,OK,OK,OK
repair,B3-permitted-high-behind-repair,runs/v7-repair/B3-permitted-high-behind-repair/moves.jsonl,excluded,622d7ad376ea9754f9e4c63ddd8f3c740da2da84985ac70bf2afc173a9912b9f,37796160,3127,622d7ad376ea9754f9e4c63ddd8f3c740da2da84985ac70bf2afc173a9912b9f,37796160,3127,622d7ad376ea9754f9e4c63ddd8f3c740da2da84985ac70bf2afc173a9912b9f,37796160,OK,OK,OK
repair,B4-hidden-high-behind-repair,runs/v7-repair/B4-hidden-high-behind-repair/moves.jsonl,excluded,e1e399c3a2e590425eaed317b40545dfe82761d7c19521c3338aec695fc1035d,9658181,1585,e1e399c3a2e590425eaed317b40545dfe82761d7c19521c3338aec695fc1035d,9658181,1585,e1e399c3a2e590425eaed317b40545dfe82761d7c19521c3338aec695fc1035d,9658181,OK,OK,OK
repair,B4-permitted-high-behind-repair,runs/v7-repair/B4-permitted-high-behind-repair/moves.jsonl,excluded,529362f4639b1a8f472da2093f48fd711edf0a8f2a9176412d9d46b14b2499e0,39341213,3135,529362f4639b1a8f472da2093f48fd711edf0a8f2a9176412d9d46b14b2499e0,39341213,3135,529362f4639b1a8f472da2093f48fd711edf0a8f2a9176412d9d46b14b2499e0,39341213,OK,OK,OK
repair,B5-forbidden-high-behind-repair,runs/v7-repair/B5-forbidden-high-behind-repair/moves.jsonl,excluded,42725c7baf0e38f63649403e4929a79b603a2a7e2389af165caeac82c78087de,6440872,904,42725c7baf0e38f63649403e4929a79b603a2a7e2389af165caeac82c78087de,6440872,904,42725c7baf0e38f63649403e4929a79b603a2a7e2389af165caeac82c78087de,6440872,OK,OK,OK
repair,B5-hidden-high-behind-repair,runs/v7-repair/B5-hidden-high-behind-repair/moves.jsonl,excluded,7f2fd80384a37a33f749dda751635d795de666c18dbcd13b501cb480297ce23f,30023610,3368,7f2fd80384a37a33f749dda751635d795de666c18dbcd13b501cb480297ce23f,30023610,3368,7f2fd80384a37a33f749dda751635d795de666c18dbcd13b501cb480297ce23f,30023610,OK,OK,OK
repair,B5-permitted-high-behind-repair,runs/v7-repair/B5-permitted-high-behind-repair/moves.jsonl,excluded,7d9516e8ff845d79034ac041b0174ad9e0d7b0efca6158f08f36ace09a1243de,34253360,3036,7d9516e8ff845d79034ac041b0174ad9e0d7b0efca6158f08f36ace09a1243de,34253360,3036,7d9516e8ff845d79034ac041b0174ad9e0d7b0efca6158f08f36ace09a1243de,34253360,OK,OK,OK
repair,B6-forbidden-high-behind-repair,runs/v7-repair/B6-forbidden-high-behind-repair/moves.jsonl,excluded,0362c7a3ad62ac73c66f68a6256ee2fdd60c318a7fe80f2b57acce066d185a0d,19974347,3016,0362c7a3ad62ac73c66f68a6256ee2fdd60c318a7fe80f2b57acce066d185a0d,19974347,3016,0362c7a3ad62ac73c66f68a6256ee2fdd60c318a7fe80f2b57acce066d185a0d,19974347,OK,OK,OK
repair,B6-hidden-high-behind-repair,runs/v7-repair/B6-hidden-high-behind-repair/moves.jsonl,excluded,305c356008b0e4cd4c530b64999115eadd54670809d0b6d22925d2c0d2ea63b0,43075098,4873,305c356008b0e4cd4c530b64999115eadd54670809d0b6d22925d2c0d2ea63b0,43075098,4873,305c356008b0e4cd4c530b64999115eadd54670809d0b6d22925d2c0d2ea63b0,43075098,OK,OK,OK
repair,B6-permitted-high-behind-repair,runs/v7-repair/B6-permitted-high-behind-repair/moves.jsonl,excluded,e49e6a6f0374f11d2ab04038f14ffa9fa09d45a6d232b30c4fbbadde184ee1cc,49995308,4711,e49e6a6f0374f11d2ab04038f14ffa9fa09d45a6d232b30c4fbbadde184ee1cc,49995308,4711,e49e6a6f0374f11d2ab04038f14ffa9fa09d45a6d232b30c4fbbadde184ee1cc,49995308,OK,OK,OK
replication,B1-hidden-off-ahead-a4096,runs/v4-a4096/B1-hidden-off-ahead-a4096/moves.jsonl,included,1e9d3fd480a0ed16159b3f18e202e9b88ecc65f53d0b3a2fae71c8a3bf1d46bb,47903978,13248,1e9d3fd480a0ed16159b3f18e202e9b88ecc65f53d0b3a2fae71c8a3bf1d46bb,47903978,13248,1e9d3fd480a0ed16159b3f18e202e9b88ecc65f53d0b3a2fae71c8a3bf1d46bb,47903978,OK,OK,OK
replication,B1-hidden-off-behind-a4096,runs/v4-a4096/B1-hidden-off-behind-a4096/moves.jsonl,included,da90858938901b63758952da8024cc0f9c0349547110a2937ebb1d55ce971b7b,51782278,13040,da90858938901b63758952da8024cc0f9c0349547110a2937ebb1d55ce971b7b,51782278,13040,da90858938901b63758952da8024cc0f9c0349547110a2937ebb1d55ce971b7b,51782278,OK,OK,OK
replication,B1-permitted-off-ahead-a4096,runs/v4-a4096/B1-permitted-off-ahead-a4096/moves.jsonl,included,75139d940f08c4b20f2a2559ee8fb0fde9c215a5e250b5eb1ad9ecb603e59b62,46395655,13248,75139d940f08c4b20f2a2559ee8fb0fde9c215a5e250b5eb1ad9ecb603e59b62,46395655,13248,75139d940f08c4b20f2a2559ee8fb0fde9c215a5e250b5eb1ad9ecb603e59b62,46395655,OK,OK,OK
replication,B1-permitted-off-behind-a4096,runs/v4-a4096/B1-permitted-off-behind-a4096/moves.jsonl,included,c8ee256298efa8cf5eb0efd134815abfbed5d6b09b5a48042bfcf5da1174a71b,54229663,13341,c8ee256298efa8cf5eb0efd134815abfbed5d6b09b5a48042bfcf5da1174a71b,54229663,13341,c8ee256298efa8cf5eb0efd134815abfbed5d6b09b5a48042bfcf5da1174a71b,54229663,OK,OK,OK
replication,B2-hidden-off-ahead-a4096,runs/v4-a4096/B2-hidden-off-ahead-a4096/moves.jsonl,included,3fe62fcc0397c3fd6d0e28b6e426116148261b12727c98f760adddaed8bc18c3,45528934,13307,3fe62fcc0397c3fd6d0e28b6e426116148261b12727c98f760adddaed8bc18c3,45528934,13307,3fe62fcc0397c3fd6d0e28b6e426116148261b12727c98f760adddaed8bc18c3,45528934,OK,OK,OK
replication,B2-hidden-off-behind-a4096,runs/v4-a4096/B2-hidden-off-behind-a4096/moves.jsonl,included,5a0f6fa5db9dbb023057862feb864d5ef45a49eb51b1229d442b778b9e2b2696,53126956,13319,5a0f6fa5db9dbb023057862feb864d5ef45a49eb51b1229d442b778b9e2b2696,53126956,13319,5a0f6fa5db9dbb023057862feb864d5ef45a49eb51b1229d442b778b9e2b2696,53126956,OK,OK,OK
replication,B2-permitted-off-ahead-a4096,runs/v4-a4096/B2-permitted-off-ahead-a4096/moves.jsonl,included,0ee21a6ae0d259c09e5fa5757abcea9f8ff733ead5ec59bc2dcbe3c697437620,49840421,12844,0ee21a6ae0d259c09e5fa5757abcea9f8ff733ead5ec59bc2dcbe3c697437620,49840421,12844,0ee21a6ae0d259c09e5fa5757abcea9f8ff733ead5ec59bc2dcbe3c697437620,49840421,OK,OK,OK
replication,B2-permitted-off-behind-a4096,runs/v4-a4096/B2-permitted-off-behind-a4096/moves.jsonl,included,3a9f4af20d104c48dcb28d4f26c5e32e259ac39a7398b92d35f3cfdf038524d6,51134622,13096,3a9f4af20d104c48dcb28d4f26c5e32e259ac39a7398b92d35f3cfdf038524d6,51134622,13096,3a9f4af20d104c48dcb28d4f26c5e32e259ac39a7398b92d35f3cfdf038524d6,51134622,OK,OK,OK
replication,B3-hidden-off-ahead-a4096,runs/v4-a4096/B3-hidden-off-ahead-a4096/moves.jsonl,included,69619a8ee18bce70c55af95e198e2f45f9cc6fbdc94fde14005a62c6d094aea3,44428988,12754,69619a8ee18bce70c55af95e198e2f45f9cc6fbdc94fde14005a62c6d094aea3,44428988,12754,69619a8ee18bce70c55af95e198e2f45f9cc6fbdc94fde14005a62c6d094aea3,44428988,OK,OK,OK
replication,B3-hidden-off-behind-a4096,runs/v4-a4096/B3-hidden-off-behind-a4096/moves.jsonl,included,75128823a5a5348aab37fa92650865296077e240e09da35b73283a02ebcdca30,50440661,12651,75128823a5a5348aab37fa92650865296077e240e09da35b73283a02ebcdca30,50440661,12651,75128823a5a5348aab37fa92650865296077e240e09da35b73283a02ebcdca30,50440661,OK,OK,OK
replication,B3-hidden-off-behind-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B3-hidden-off-behind-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,396aa503e26d2017fb48ec920ccbcca75792f16a6cf0f4ae56a8c6c802c0dd91,51799577,12306,396aa503e26d2017fb48ec920ccbcca75792f16a6cf0f4ae56a8c6c802c0dd91,51799577,12306,396aa503e26d2017fb48ec920ccbcca75792f16a6cf0f4ae56a8c6c802c0dd91,51799577,OK,OK,OK
replication,B3-permitted-off-ahead-a4096,runs/v4-a4096/B3-permitted-off-ahead-a4096/moves.jsonl,included,9b1607cb93c015bdf8bb09f4a6b4904d3fcdb8bc77d76c085a934ed1e20c2eaf,46834124,12553,9b1607cb93c015bdf8bb09f4a6b4904d3fcdb8bc77d76c085a934ed1e20c2eaf,46834124,12553,9b1607cb93c015bdf8bb09f4a6b4904d3fcdb8bc77d76c085a934ed1e20c2eaf,46834124,OK,OK,OK
replication,B3-permitted-off-behind-a4096,runs/v4-a4096/B3-permitted-off-behind-a4096/moves.jsonl,included,7f00a510a1c18d58e5d7e9a310b212f29cf76e444dfcf97dddccee9dea80cf45,52140012,13073,7f00a510a1c18d58e5d7e9a310b212f29cf76e444dfcf97dddccee9dea80cf45,52140012,13073,7f00a510a1c18d58e5d7e9a310b212f29cf76e444dfcf97dddccee9dea80cf45,52140012,OK,OK,OK
replication,B3-permitted-off-behind-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B3-permitted-off-behind-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,c98a2a70dfe7f7873281b5de3114040a0bb61e1227e5070beae41ac97f813d19,51017264,12563,c98a2a70dfe7f7873281b5de3114040a0bb61e1227e5070beae41ac97f813d19,51017264,12563,c98a2a70dfe7f7873281b5de3114040a0bb61e1227e5070beae41ac97f813d19,51017264,OK,OK,OK
replication,B4-hidden-off-ahead-a4096,runs/v4-a4096/B4-hidden-off-ahead-a4096/moves.jsonl,included,45202ef19632bc684b89cd556675019202e8185b2930ae776a17c3d38914995e,46052199,12738,45202ef19632bc684b89cd556675019202e8185b2930ae776a17c3d38914995e,46052199,12738,45202ef19632bc684b89cd556675019202e8185b2930ae776a17c3d38914995e,46052199,OK,OK,OK
replication,B4-hidden-off-ahead-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B4-hidden-off-ahead-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,f803acd88d8af7a5c0350289406fbf9e360cc0628ab503a971f2b27ed61b287d,39861755,11946,f803acd88d8af7a5c0350289406fbf9e360cc0628ab503a971f2b27ed61b287d,39861755,11946,f803acd88d8af7a5c0350289406fbf9e360cc0628ab503a971f2b27ed61b287d,39861755,OK,OK,OK
replication,B4-hidden-off-behind-a4096,runs/v4-a4096/B4-hidden-off-behind-a4096/moves.jsonl,included,389a89cf6f0dcc29ebce345a42469ffdd808d832fc427ad9ba08ee395cfe4523,53949582,13018,389a89cf6f0dcc29ebce345a42469ffdd808d832fc427ad9ba08ee395cfe4523,53949582,13018,389a89cf6f0dcc29ebce345a42469ffdd808d832fc427ad9ba08ee395cfe4523,53949582,OK,OK,OK
replication,B4-hidden-off-behind-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B4-hidden-off-behind-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,0048ff545b7e17b1ac9d19d38033ce389d8964d24e3b3718354cdc956b8acba6,40496270,12123,0048ff545b7e17b1ac9d19d38033ce389d8964d24e3b3718354cdc956b8acba6,40496270,12123,0048ff545b7e17b1ac9d19d38033ce389d8964d24e3b3718354cdc956b8acba6,40496270,OK,OK,OK
replication,B4-permitted-off-ahead-a4096,runs/v4-a4096/B4-permitted-off-ahead-a4096/moves.jsonl,included,a8dafbe3e05e747de73d1b9ed3fe7bd3e703deb0db23e498ae7805be9ed23a19,43885546,12729,a8dafbe3e05e747de73d1b9ed3fe7bd3e703deb0db23e498ae7805be9ed23a19,43885546,12729,a8dafbe3e05e747de73d1b9ed3fe7bd3e703deb0db23e498ae7805be9ed23a19,43885546,OK,OK,OK
replication,B4-permitted-off-ahead-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B4-permitted-off-ahead-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,9c5e3644d1b6e547288241796dc980f90e75cd4f76f4a9e72d895d2f1fc93258,39655775,11690,9c5e3644d1b6e547288241796dc980f90e75cd4f76f4a9e72d895d2f1fc93258,39655775,11690,9c5e3644d1b6e547288241796dc980f90e75cd4f76f4a9e72d895d2f1fc93258,39655775,OK,OK,OK
replication,B4-permitted-off-behind-a4096,runs/v4-a4096/B4-permitted-off-behind-a4096/moves.jsonl,included,6eb631f05651db4971ac346df070c7e15bd46adeab7e3c17497b0c8dad312b65,55905048,13461,6eb631f05651db4971ac346df070c7e15bd46adeab7e3c17497b0c8dad312b65,55905048,13461,6eb631f05651db4971ac346df070c7e15bd46adeab7e3c17497b0c8dad312b65,55905048,OK,OK,OK
replication,B4-permitted-off-behind-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B4-permitted-off-behind-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,5c75a71d7eebd6bb5c1879891ea154e218e6db3b49cfc3ce646f5d4ccc32bc23,53545736,12790,5c75a71d7eebd6bb5c1879891ea154e218e6db3b49cfc3ce646f5d4ccc32bc23,53545736,12790,5c75a71d7eebd6bb5c1879891ea154e218e6db3b49cfc3ce646f5d4ccc32bc23,53545736,OK,OK,OK
replication,B5-hidden-off-ahead-a4096,runs/v4-a4096/B5-hidden-off-ahead-a4096/moves.jsonl,included,bb091952c350d8b453e81db1a7a2aab3795d9e8a545e391857a9718aa8c341e3,69987182,13388,bb091952c350d8b453e81db1a7a2aab3795d9e8a545e391857a9718aa8c341e3,69987182,13388,bb091952c350d8b453e81db1a7a2aab3795d9e8a545e391857a9718aa8c341e3,69987182,OK,OK,OK
replication,B5-hidden-off-ahead-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B5-hidden-off-ahead-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,cec5d473dd099743be6c23d2d36122c39ec75e649adb7d2439bc7d703a3a02ba,44077108,10461,cec5d473dd099743be6c23d2d36122c39ec75e649adb7d2439bc7d703a3a02ba,44077108,10461,cec5d473dd099743be6c23d2d36122c39ec75e649adb7d2439bc7d703a3a02ba,44077108,OK,OK,OK
replication,B5-hidden-off-behind-a4096,runs/v4-a4096/B5-hidden-off-behind-a4096/moves.jsonl,included,84b82dad563d22b3edfdb7cb471a75227159220b00a271362b4c439edbc8da55,72874171,12981,84b82dad563d22b3edfdb7cb471a75227159220b00a271362b4c439edbc8da55,72874171,12981,84b82dad563d22b3edfdb7cb471a75227159220b00a271362b4c439edbc8da55,72874171,OK,OK,OK
replication,B5-hidden-off-behind-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B5-hidden-off-behind-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,0980aef12881b8546fbb0c9ed8dabfd86b8496349351389f3bc9e7e977fdf34a,25534385,7685,0980aef12881b8546fbb0c9ed8dabfd86b8496349351389f3bc9e7e977fdf34a,25534385,7685,0980aef12881b8546fbb0c9ed8dabfd86b8496349351389f3bc9e7e977fdf34a,25534385,OK,OK,OK
replication,B5-permitted-off-ahead-a4096,runs/v4-a4096/B5-permitted-off-ahead-a4096/moves.jsonl,included,88b5849a79273942662fcb195e209c0d883ec2a3537a1a3d1468c6f919e41d55,61308708,13086,88b5849a79273942662fcb195e209c0d883ec2a3537a1a3d1468c6f919e41d55,61308708,13086,88b5849a79273942662fcb195e209c0d883ec2a3537a1a3d1468c6f919e41d55,61308708,OK,OK,OK
replication,B5-permitted-off-ahead-a4096.partial-providererror-20260913T080239Z,runs/v4-a4096/B5-permitted-off-ahead-a4096.partial-providererror-20260913T080239Z/moves.jsonl,excluded,1ee61a04757f0a194b9fbe556adfa01d8378665a2162e7b5ec134a78232bbe0d,23215989,7161,1ee61a04757f0a194b9fbe556adfa01d8378665a2162e7b5ec134a78232bbe0d,23215989,7161,1ee61a04757f0a194b9fbe556adfa01d8378665a2162e7b5ec134a78232bbe0d,23215989,OK,OK,OK
replication,B5-permitted-off-behind-a4096,runs/v4-a4096/B5-permitted-off-behind-a4096/moves.jsonl,included,c91e76c3a1925144d991a75696bd80d019310b4de6467b72e80b61c671101268,71286401,12791,c91e76c3a1925144d991a75696bd80d019310b4de6467b72e80b61c671101268,71286401,12791,c91e76c3a1925144d991a75696bd80d019310b4de6467b72e80b61c671101268,71286401,OK,OK,OK
