block,ahead,behind,diff,max_diff_ceil_1.0,max_diff_ceil_0.9857,max_diff_ceil_0.9714
B1,0.9523809523809523,0.9476190476190476,-0.004761904761904745,0.04761904761904767,0.03331904761904769,0.019019047619047713
B2,0.919047619047619,0.9571428571428572,0.03809523809523818,0.080952380952381,0.06665238095238102,0.05235238095238104
B3,0.8809523809523809,0.9476190476190476,0.06666666666666665,0.11904761904761907,0.10474761904761909,0.09044761904761911
B4,0.8857142857142857,0.8714285714285714,-0.014285714285714235,0.11428571428571432,0.09998571428571434,0.08568571428571436
B5,0.8857142857142857,0.919047619047619,0.033333333333333326,0.11428571428571432,0.09998571428571434,0.08568571428571436
B6,0.8904761904761904,0.9238095238095239,0.03333333333333344,0.10952380952380958,0.0952238095238096,0.08092380952380962
