baseline,seed,seat_type,opp_seat_type,score,rounds,score_per_round,coop
Random,6,Pavlov,Pavlov,108,36,3.0,1.0
Random,7,SEAT,SEAT,5434,2424,2.2417491749174916,0.4892739273927393
Random,7,SEAT,TitForTat,2446,1045,2.3406698564593302,0.4995215311004785
Random,7,TitForTat,SEAT,2311,1045,2.2114832535885167,0.5253588516746411
Random,7,SEAT,Grudger,412,496,0.8306451612903226,0.4959677419354839
Random,7,Grudger,SEAT,1412,496,2.846774193548387,0.09274193548387097
Random,7,SEAT,AlwaysDefect,289,572,0.5052447552447552,0.49475524475524474
Random,7,AlwaysDefect,SEAT,1704,572,2.979020979020979,0.0
Random,7,SEAT,Random,1153,506,2.2786561264822134,0.4782608695652174
Random,7,Random,SEAT,1098,506,2.1699604743083003,0.5
Random,7,SEAT,Pavlov,1065,467,2.28051391862955,0.5032119914346895
Random,7,Pavlov,SEAT,1055,467,2.259100642398287,0.5074946466809421
Random,7,TitForTat,TitForTat,912,304,3.0,1.0
Random,7,TitForTat,Grudger,294,98,3.0,1.0
Random,7,Grudger,TitForTat,294,98,3.0,1.0
Random,7,TitForTat,AlwaysDefect,121,129,0.937984496124031,0.06201550387596899
Random,7,AlwaysDefect,TitForTat,161,129,1.248062015503876,0.0
Random,7,TitForTat,Random,338,148,2.2837837837837838,0.5608108108108109
Random,7,Random,TitForTat,353,148,2.385135135135135,0.5405405405405406
Random,7,TitForTat,Pavlov,510,170,3.0,1.0
Random,7,Pavlov,TitForTat,510,170,3.0,1.0
Random,7,Grudger,Grudger,48,16,3.0,1.0
Random,7,Grudger,AlwaysDefect,63,67,0.9402985074626866,0.05970149253731343
Random,7,AlwaysDefect,Grudger,83,67,1.2388059701492538,0.0
Random,7,Grudger,Random,190,68,2.7941176470588234,0.10294117647058823
Random,7,Random,Grudger,60,68,0.8823529411764706,0.4852941176470588
Random,7,Grudger,Pavlov,186,62,3.0,1.0
Random,7,Pavlov,Grudger,186,62,3.0,1.0
Random,7,AlwaysDefect,AlwaysDefect,2,2,1.0,0.0
Random,7,AlwaysDefect,Random,355,119,2.9831932773109244,0.0
Random,7,Random,AlwaysDefect,60,119,0.5042016806722689,0.4957983193277311
Random,7,AlwaysDefect,Pavlov,268,88,3.0454545454545454,0.0
Random,7,Pavlov,AlwaysDefect,43,88,0.48863636363636365,0.5113636363636364
Random,7,Random,Random,10,4,2.5,0.5
Random,7,Random,Pavlov,227,106,2.141509433962264,0.5377358490566038
Random,7,Pavlov,Random,257,106,2.4245283018867925,0.4811320754716981
Random,7,Pavlov,Pavlov,180,60,3.0,1.0
Random,8,SEAT,SEAT,5691,2472,2.3021844660194173,0.5238673139158576
Random,8,SEAT,TitForTat,2489,1075,2.3153488372093025,0.49023255813953487
Random,8,TitForTat,SEAT,2379,1075,2.2130232558139533,0.5106976744186047
Random,8,SEAT,Grudger,444,537,0.8268156424581006,0.5027932960893855
Random,8,Grudger,SEAT,1539,537,2.8659217877094973,0.09497206703910614
Random,8,SEAT,AlwaysDefect,281,560,0.5017857142857143,0.4982142857142857
Random,8,AlwaysDefect,SEAT,1676,560,2.992857142857143,0.0
Random,8,SEAT,Random,1011,487,2.075975359342916,0.5400410677618069
Random,8,Random,SEAT,1186,487,2.435318275154004,0.4681724845995893
Random,8,SEAT,Pavlov,1072,507,2.11439842209073,0.5404339250493096
Random,8,Pavlov,SEAT,1247,507,2.4595660749506902,0.4714003944773176
Random,8,TitForTat,TitForTat,678,226,3.0,1.0
Random,8,TitForTat,Grudger,513,171,3.0,1.0
Random,8,Grudger,TitForTat,513,171,3.0,1.0
Random,8,TitForTat,AlwaysDefect,151,159,0.949685534591195,0.050314465408805034
Random,8,AlwaysDefect,TitForTat,191,159,1.20125786163522,0.0
Random,8,TitForTat,Random,318,137,2.321167883211679,0.5474452554744526
Random,8,Random,TitForTat,323,137,2.3576642335766422,0.5401459854014599
Random,8,TitForTat,Pavlov,561,187,3.0,1.0
Random,8,Pavlov,TitForTat,561,187,3.0,1.0
Random,8,Grudger,Grudger,180,60,3.0,1.0
Random,8,Grudger,AlwaysDefect,62,66,0.9393939393939394,0.06060606060606061
Random,8,AlwaysDefect,Grudger,82,66,1.2424242424242424,0.0
Random,8,Grudger,Random,203,66,3.0757575757575757,0.10606060606060606
Random,8,Random,Grudger,53,66,0.803030303030303,0.5606060606060606
Random,8,Grudger,Pavlov,198,66,3.0,1.0
Random,8,Pavlov,Grudger,198,66,3.0,1.0
Random,8,AlwaysDefect,AlwaysDefect,60,60,1.0,0.0
Random,8,AlwaysDefect,Random,162,54,3.0,0.0
Random,8,Random,AlwaysDefect,27,54,0.5,0.5
Random,8,AlwaysDefect,Pavlov,292,96,3.0416666666666665,0.0
Random,8,Pavlov,AlwaysDefect,47,96,0.4895833333333333,0.5104166666666666
Random,8,Random,Random,6,2,3.0,1.0
Random,8,Random,Pavlov,290,119,2.436974789915966,0.48739495798319327
Random,8,Pavlov,Random,250,119,2.100840336134454,0.5546218487394958
Random,8,Pavlov,Pavlov,12,4,3.0,1.0
Random,9,SEAT,SEAT,6188,2806,2.2052744119743406,0.4768353528153956
Random,9,SEAT,TitForTat,2528,1080,2.3407407407407406,0.5101851851851852
Random,9,TitForTat,SEAT,2403,1080,2.225,0.5333333333333333
Random,9,SEAT,Grudger,408,461,0.8850325379609545,0.4793926247288503
Random,9,Grudger,SEAT,1273,461,2.761388286334056,0.10412147505422993
Random,9,SEAT,AlwaysDefect,261,544,0.4797794117647059,0.5202205882352942
Random,9,AlwaysDefect,SEAT,1676,544,3.0808823529411766,0.0
Random,9,SEAT,Random,1007,446,2.257847533632287,0.4641255605381166
Random,9,Random,SEAT,942,446,2.1121076233183858,0.49327354260089684
Random,9,SEAT,Pavlov,1045,442,2.3642533936651584,0.5452488687782805
Random,9,Pavlov,SEAT,1020,442,2.3076923076923075,0.5565610859728507
Random,9,TitForTat,TitForTat,840,280,3.0,1.0
Random,9,TitForTat,Grudger,432,144,3.0,1.0
Random,9,Grudger,TitForTat,432,144,3.0,1.0
Random,9,TitForTat,AlwaysDefect,165,173,0.953757225433526,0.046242774566473986
Random,9,AlwaysDefect,TitForTat,205,173,1.1849710982658959,0.0
Random,9,TitForTat,Random,299,135,2.214814814814815,0.5333333333333333
Random,9,Random,TitForTat,319,135,2.362962962962963,0.5037037037037037
Random,9,TitForTat,Pavlov,486,162,3.0,1.0
Random,9,Pavlov,TitForTat,486,162,3.0,1.0
Random,9,Grudger,Grudger,180,60,3.0,1.0
Random,9,Grudger,AlwaysDefect,67,71,0.9436619718309859,0.056338028169014086
Random,9,AlwaysDefect,Grudger,87,71,1.2253521126760563,0.0
Random,9,Grudger,Random,338,110,3.0727272727272728,0.07272727272727272
Random,9,Random,Grudger,78,110,0.7090909090909091,0.5454545454545454
Random,9,Grudger,Pavlov,213,71,3.0,1.0
Random,9,Pavlov,Grudger,213,71,3.0,1.0
Random,9,AlwaysDefect,AlwaysDefect,60,60,1.0,0.0
Random,9,AlwaysDefect,Random,106,34,3.1176470588235294,0.0
Random,9,Random,AlwaysDefect,16,34,0.47058823529411764,0.5294117647058824
Random,9,AlwaysDefect,Pavlov,172,56,3.0714285714285716,0.0
Random,9,Pavlov,AlwaysDefect,27,56,0.48214285714285715,0.5178571428571429
Random,9,Random,Random,28,12,2.3333333333333335,0.5
Random,9,Random,Pavlov,228,96,2.375,0.4895833333333333
Random,9,Pavlov,Random,208,96,2.1666666666666665,0.53125
Random,9,Pavlov,Pavlov,102,34,3.0,1.0
Random,10,SEAT,SEAT,6331,2800,2.2610714285714284,0.5075
Random,10,SEAT,TitForTat,2311,998,2.31563126252505,0.48897795591182364
Random,10,TitForTat,SEAT,2181,998,2.185370741482966,0.5150300601202404
Random,10,SEAT,Grudger,368,426,0.863849765258216,0.5187793427230047
Random,10,Grudger,SEAT,1238,426,2.9061032863849765,0.11032863849765258
Random,10,SEAT,AlwaysDefect,242,497,0.4869215291750503,0.5130784708249497
Random,10,AlwaysDefect,SEAT,1517,497,3.052313883299799,0.0
Random,10,SEAT,Random,1023,452,2.2632743362831858,0.4756637168141593
Random,10,Random,SEAT,983,452,2.174778761061947,0.49336283185840707
Random,10,SEAT,Pavlov,1296,543,2.386740331491713,0.47697974217311234
Random,10,Pavlov,SEAT,1151,543,2.1197053406998156,0.5303867403314917
Random,10,TitForTat,TitForTat,570,190,3.0,1.0
Random,10,TitForTat,Grudger,579,193,3.0,1.0
Random,10,Grudger,TitForTat,579,193,3.0,1.0
Random,10,TitForTat,AlwaysDefect,159,167,0.9520958083832335,0.04790419161676647
Random,10,AlwaysDefect,TitForTat,199,167,1.1916167664670658,0.0
Random,10,TitForTat,Random,357,167,2.1377245508982035,0.47904191616766467
Random,10,Random,TitForTat,372,167,2.2275449101796405,0.46107784431137727
Random,10,TitForTat,Pavlov,333,111,3.0,1.0
Random,10,Pavlov,TitForTat,333,111,3.0,1.0
Random,10,Grudger,Grudger,54,18,3.0,1.0
Random,10,Grudger,AlwaysDefect,112,116,0.9655172413793104,0.034482758620689655
Random,10,AlwaysDefect,Grudger,132,116,1.1379310344827587,0.0
Random,10,Grudger,Random,123,43,2.86046511627907,0.13953488372093023
Random,10,Random,Grudger,43,43,1.0,0.5116279069767442
Random,10,Grudger,Pavlov,201,67,3.0,1.0
Random,10,Pavlov,Grudger,201,67,3.0,1.0
Random,10,AlwaysDefect,AlwaysDefect,16,16,1.0,0.0
Random,10,AlwaysDefect,Random,299,95,3.1473684210526316,0.0
Random,10,Random,AlwaysDefect,44,95,0.4631578947368421,0.5368421052631579
Random,10,AlwaysDefect,Pavlov,281,93,3.021505376344086,0.0
Random,10,Pavlov,AlwaysDefect,46,93,0.4946236559139785,0.5053763440860215
Random,10,Random,Random,128,60,2.1333333333333333,0.43333333333333335
Random,10,Random,Pavlov,69,26,2.6538461538461537,0.4230769230769231
Random,10,Pavlov,Random,49,26,1.8846153846153846,0.5769230769230769
Random,10,Pavlov,Pavlov,18,6,3.0,1.0
Random,11,SEAT,SEAT,6054,2686,2.2539091586001487,0.5063291139240507
Random,11,SEAT,TitForTat,2310,991,2.330978809283552,0.49848637739656915
Random,11,TitForTat,SEAT,2200,991,2.2199798183652875,0.520686175580222
Random,11,SEAT,Grudger,428,520,0.823076923076923,0.5115384615384615
Random,11,Grudger,SEAT,1508,520,2.9,0.09615384615384616
Random,11,SEAT,AlwaysDefect,263,506,0.5197628458498024,0.48023715415019763
Random,11,AlwaysDefect,SEAT,1478,506,2.9209486166007905,0.0
Random,11,SEAT,Random,1208,525,2.300952380952381,0.4876190476190476
Random,11,Random,SEAT,1168,525,2.224761904761905,0.5028571428571429
Random,11,SEAT,Pavlov,1256,512,2.453125,0.49609375
Random,11,Pavlov,SEAT,1091,512,2.130859375,0.560546875
Random,11,TitForTat,TitForTat,642,214,3.0,1.0
Random,11,TitForTat,Grudger,426,142,3.0,1.0
Random,11,Grudger,TitForTat,426,142,3.0,1.0
Random,11,TitForTat,AlwaysDefect,159,167,0.9520958083832335,0.04790419161676647
Random,11,AlwaysDefect,TitForTat,199,167,1.1916167664670658,0.0
Random,11,TitForTat,Random,257,126,2.0396825396825395,0.46825396825396826
Random,11,Random,TitForTat,282,126,2.238095238095238,0.42857142857142855
Random,11,TitForTat,Pavlov,252,84,3.0,1.0
Random,11,Pavlov,TitForTat,252,84,3.0,1.0
Random,11,Grudger,Grudger,72,24,3.0,1.0
Random,11,Grudger,AlwaysDefect,102,106,0.9622641509433962,0.03773584905660377
Random,11,AlwaysDefect,Grudger,122,106,1.150943396226415,0.0
Random,11,Grudger,Random,184,62,2.967741935483871,0.14516129032258066
Random,11,Random,Grudger,59,62,0.9516129032258065,0.5483870967741935
Random,11,Grudger,Pavlov,306,102,3.0,1.0
Random,11,Pavlov,Grudger,306,102,3.0,1.0
Random,11,AlwaysDefect,AlwaysDefect,16,16,1.0,0.0
Random,11,AlwaysDefect,Random,217,77,2.8181818181818183,0.0
Random,11,Random,AlwaysDefect,42,77,0.5454545454545454,0.45454545454545453
Random,11,AlwaysDefect,Pavlov,143,47,3.0425531914893615,0.0
Random,11,Pavlov,AlwaysDefect,23,47,0.48936170212765956,0.5106382978723404
Random,11,Random,Random,120,60,2.0,0.36666666666666664
Random,11,Random,Pavlov,171,76,2.25,0.5526315789473685
Random,11,Pavlov,Random,181,76,2.3815789473684212,0.5263157894736842
Random,11,Pavlov,Pavlov,180,60,3.0,1.0
Random,12,SEAT,SEAT,6179,2760,2.238768115942029,0.4923913043478261
Random,12,SEAT,TitForTat,1986,846,2.347517730496454,0.5047281323877069
Random,12,TitForTat,SEAT,1876,846,2.2174940898345152,0.5307328605200946
Random,12,SEAT,Grudger,403,463,0.8704103671706264,0.49892008639308855
Random,12,Grudger,SEAT,1313,463,2.83585313174946,0.10583153347732181
Random,12,SEAT,AlwaysDefect,278,515,0.5398058252427185,0.4601941747572815
Random,12,AlwaysDefect,SEAT,1463,515,2.840776699029126,0.0
Random,12,SEAT,Random,1093,506,2.1600790513833994,0.5079051383399209
Random,12,Random,SEAT,1178,506,2.3280632411067192,0.4743083003952569
Random,12,SEAT,Pavlov,1027,416,2.46875,0.4879807692307692
Random,12,Pavlov,SEAT,877,416,2.108173076923077,0.5600961538461539
Random,12,TitForTat,TitForTat,942,314,3.0,1.0
Random,12,TitForTat,Grudger,465,155,3.0,1.0
Random,12,Grudger,TitForTat,465,155,3.0,1.0
Random,12,TitForTat,AlwaysDefect,195,203,0.9605911330049262,0.03940886699507389
Random,12,AlwaysDefect,TitForTat,235,203,1.1576354679802956,0.0
Random,12,TitForTat,Random,240,116,2.0689655172413794,0.46551724137931033
Random,12,Random,TitForTat,260,116,2.2413793103448274,0.43103448275862066
Random,12,TitForTat,Pavlov,594,198,3.0,1.0
Random,12,Pavlov,TitForTat,594,198,3.0,1.0
Random,12,Grudger,Grudger,36,12,3.0,1.0
Random,12,Grudger,AlwaysDefect,83,87,0.9540229885057471,0.04597701149425287
Random,12,AlwaysDefect,Grudger,103,87,1.1839080459770115,0.0
Random,12,Grudger,Random,255,92,2.7717391304347827,0.08695652173913043
Random,12,Random,Grudger,75,92,0.8152173913043478,0.4782608695652174
Random,12,Grudger,Pavlov,318,106,3.0,1.0
Random,12,Pavlov,Grudger,318,106,3.0,1.0
Random,12,AlwaysDefect,AlwaysDefect,50,50,1.0,0.0
Random,12,AlwaysDefect,Random,220,76,2.8947368421052633,0.0
Random,12,Random,AlwaysDefect,40,76,0.5263157894736842,0.47368421052631576
Random,12,AlwaysDefect,Pavlov,179,59,3.0338983050847457,0.0
Random,12,Pavlov,AlwaysDefect,29,59,0.4915254237288136,0.5084745762711864
Random,12,Random,Random,7,4,1.75,0.25
Random,12,Random,Pavlov,233,105,2.219047619047619,0.49523809523809526
Random,12,Pavlov,Random,238,105,2.2666666666666666,0.4857142857142857
Random,12,Pavlov,Pavlov,180,60,3.0,1.0
Random,13,SEAT,SEAT,5249,2324,2.258605851979346,0.5038726333907056
Random,13,SEAT,TitForTat,2486,1074,2.3147113594040967,0.4925512104283054
Random,13,TitForTat,SEAT,2371,1074,2.207635009310987,0.5139664804469274
Random,13,SEAT,Grudger,496,603,0.8225538971807629,0.5207296849087893
Random,13,Grudger,SEAT,1761,603,2.9203980099502487,0.1011608623548922
Random,13,SEAT,AlwaysDefect,221,459,0.48148148148148145,0.5185185185185185
Random,13,AlwaysDefect,SEAT,1411,459,3.074074074074074,0.0
Random,13,SEAT,Random,1245,540,2.3055555555555554,0.49074074074074076
Random,13,Random,SEAT,1190,540,2.2037037037037037,0.5111111111111111
Random,13,SEAT,Pavlov,928,384,2.4166666666666665,0.5052083333333334
Random,13,Pavlov,SEAT,838,384,2.1822916666666665,0.5520833333333334
Random,13,TitForTat,TitForTat,720,240,3.0,1.0
Random,13,TitForTat,Grudger,411,137,3.0,1.0
Random,13,Grudger,TitForTat,411,137,3.0,1.0
Random,13,TitForTat,AlwaysDefect,182,190,0.9578947368421052,0.042105263157894736
Random,13,AlwaysDefect,TitForTat,222,190,1.168421052631579,0.0
Random,13,TitForTat,Random,304,145,2.0965517241379312,0.4827586206896552
Random,13,Random,TitForTat,324,145,2.2344827586206897,0.45517241379310347
Random,13,TitForTat,Pavlov,483,161,3.0,1.0
Random,13,Pavlov,TitForTat,483,161,3.0,1.0
Random,13,Grudger,Grudger,60,20,3.0,1.0
Random,13,Grudger,AlwaysDefect,100,104,0.9615384615384616,0.038461538461538464
Random,13,AlwaysDefect,Grudger,120,104,1.1538461538461537,0.0
Random,13,Grudger,Random,220,94,2.3404255319148937,0.09574468085106383
Random,13,Random,Grudger,90,94,0.9574468085106383,0.3723404255319149
Random,13,Grudger,Pavlov,246,82,3.0,1.0
Random,13,Pavlov,Grudger,246,82,3.0,1.0
Random,13,AlwaysDefect,AlwaysDefect,60,60,1.0,0.0
Random,13,AlwaysDefect,Random,384,120,3.2,0.0
Random,13,Random,AlwaysDefect,54,120,0.45,0.55
Random,13,AlwaysDefect,Pavlov,280,92,3.0434782608695654,0.0
Random,13,Pavlov,AlwaysDefect,45,92,0.4891304347826087,0.5108695652173914
Random,13,Random,Random,135,60,2.25,0.48333333333333334
Random,13,Random,Pavlov,198,69,2.869565217391304,0.5797101449275363
Random,13,Pavlov,Random,143,69,2.072463768115942,0.7391304347826086
Random,13,Pavlov,Pavlov,180,60,3.0,1.0
Random,14,SEAT,SEAT,6084,2676,2.273542600896861,0.5097159940209267
Random,14,SEAT,TitForTat,2178,944,2.3072033898305087,0.4819915254237288
Random,14,TitForTat,SEAT,2053,944,2.17478813559322,0.5084745762711864
Random,14,SEAT,Grudger,333,408,0.8161764705882353,0.49019607843137253
Random,14,Grudger,SEAT,1163,408,2.8504901960784315,0.08333333333333333
Random,14,SEAT,AlwaysDefect,222,443,0.5011286681715575,0.49887133182844245
Random,14,AlwaysDefect,SEAT,1327,443,2.99548532731377,0.0
Random,14,SEAT,Random,955,414,2.3067632850241546,0.5096618357487923
Random,14,Random,SEAT,930,414,2.246376811594203,0.5217391304347826
Random,14,SEAT,Pavlov,1379,582,2.3694158075601375,0.48281786941580757
Random,14,Pavlov,SEAT,1249,582,2.1460481099656357,0.5274914089347079
Random,14,TitForTat,TitForTat,600,200,3.0,1.0
Random,14,TitForTat,Grudger,561,187,3.0,1.0
Random,14,Grudger,TitForTat,561,187,3.0,1.0
Random,14,TitForTat,AlwaysDefect,176,184,0.9565217391304348,0.043478260869565216
Random,14,AlwaysDefect,TitForTat,216,184,1.173913043478261,0.0
Random,14,TitForTat,Random,437,201,2.174129353233831,0.5024875621890548
Random,14,Random,TitForTat,457,201,2.27363184079602,0.48258706467661694
Random,14,TitForTat,Pavlov,612,204,3.0,1.0
Random,14,Pavlov,TitForTat,612,204,3.0,1.0
Random,14,Grudger,Grudger,180,60,3.0,1.0
Random,14,Grudger,AlwaysDefect,77,81,0.9506172839506173,0.04938271604938271
Random,14,AlwaysDefect,Grudger,97,81,1.1975308641975309,0.0
Random,14,Grudger,Random,370,120,3.0833333333333335,0.125
Random,14,Random,Grudger,100,120,0.8333333333333334,0.575
Random,14,Grudger,Pavlov,204,68,3.0,1.0
Random,14,Pavlov,Grudger,204,68,3.0,1.0
Random,14,AlwaysDefect,AlwaysDefect,20,20,1.0,0.0
Random,14,AlwaysDefect,Random,218,74,2.945945945945946,0.0
Random,14,Random,AlwaysDefect,38,74,0.5135135135135135,0.4864864864864865
Random,14,AlwaysDefect,Pavlov,177,57,3.1052631578947367,0.0
Random,14,Pavlov,AlwaysDefect,27,57,0.47368421052631576,0.5263157894736842
Random,14,Random,Random,5,2,2.5,0.5
Random,14,Random,Pavlov,244,114,2.1403508771929824,0.47368421052631576
Random,14,Pavlov,Random,259,114,2.2719298245614037,0.4473684210526316
Random,14,Pavlov,Pavlov,6,2,3.0,1.0
Random,15,SEAT,SEAT,6111,2758,2.215736040609137,0.48694706308919505
Random,15,SEAT,TitForTat,2099,888,2.3637387387387387,0.5067567567567568
Random,15,TitForTat,SEAT,1984,888,2.234234234234234,0.5326576576576577
Random,15,SEAT,Grudger,408,473,0.8625792811839323,0.5285412262156448
Random,15,Grudger,SEAT,1388,473,2.93446088794926,0.11416490486257928
Random,15,SEAT,AlwaysDefect,234,459,0.5098039215686274,0.49019607843137253
Random,15,AlwaysDefect,SEAT,1359,459,2.9607843137254903,0.0
Random,15,SEAT,Random,1246,542,2.2988929889298895,0.525830258302583
Random,15,Random,SEAT,1231,542,2.2712177121771218,0.5313653136531366
Random,15,SEAT,Pavlov,1226,499,2.4569138276553106,0.4288577154308617
Random,15,Pavlov,SEAT,976,499,1.9559118236472945,0.5290581162324649
Random,15,TitForTat,TitForTat,696,232,3.0,1.0
Random,15,TitForTat,Grudger,492,164,3.0,1.0
Random,15,Grudger,TitForTat,492,164,3.0,1.0
Random,15,TitForTat,AlwaysDefect,125,133,0.9398496240601504,0.06015037593984962
Random,15,AlwaysDefect,TitForTat,165,133,1.2406015037593985,0.0
Random,15,TitForTat,Random,367,166,2.210843373493976,0.5180722891566265
Random,15,Random,TitForTat,387,166,2.3313253012048194,0.4939759036144578
Random,15,TitForTat,Pavlov,531,177,3.0,1.0
Random,15,Pavlov,TitForTat,531,177,3.0,1.0
Random,15,Grudger,Grudger,180,60,3.0,1.0
Random,15,Grudger,AlwaysDefect,40,44,0.9090909090909091,0.09090909090909091
Random,15,AlwaysDefect,Grudger,60,44,1.3636363636363635,0.0
Random,15,Grudger,Random,220,80,2.75,0.05
Random,15,Random,Grudger,60,80,0.75,0.45
Random,15,Grudger,Pavlov,201,67,3.0,1.0
Random,15,Pavlov,Grudger,201,67,3.0,1.0
Random,15,AlwaysDefect,AlwaysDefect,60,60,1.0,0.0
Random,15,AlwaysDefect,Random,181,69,2.6231884057971016,0.0
Random,15,Random,AlwaysDefect,41,69,0.5942028985507246,0.4057971014492754
Random,15,AlwaysDefect,Pavlov,165,53,3.1132075471698113,0.0
Random,15,Pavlov,AlwaysDefect,25,53,0.4716981132075472,0.5283018867924528
Random,15,Random,Random,126,52,2.423076923076923,0.5769230769230769
Random,15,Random,Pavlov,199,88,2.2613636363636362,0.4772727272727273
Random,15,Pavlov,Random,194,88,2.2045454545454546,0.48863636363636365
Random,15,Pavlov,Pavlov,18,6,3.0,1.0
Random,16,SEAT,SEAT,6304,2752,2.2906976744186047,0.5159883720930233
Random,16,SEAT,TitForTat,2251,969,2.3230134158926727,0.49742002063983487
Random,16,TitForTat,SEAT,2156,969,2.224974200206398,0.5170278637770898
Random,16,SEAT,Grudger,376,442,0.8506787330316742,0.49547511312217196
Random,16,Grudger,SEAT,1256,442,2.841628959276018,0.09728506787330317
Random,16,SEAT,AlwaysDefect,213,432,0.4930555555555556,0.5069444444444444
Random,16,AlwaysDefect,SEAT,1308,432,3.0277777777777777,0.0
Random,16,SEAT,Random,1239,555,2.2324324324324323,0.4936936936936937
Random,16,Random,SEAT,1229,555,2.2144144144144144,0.4972972972972973
Random,16,SEAT,Pavlov,1056,441,2.3945578231292517,0.47392290249433106
Random,16,Pavlov,SEAT,931,441,2.111111111111111,0.5306122448979592
Random,16,TitForTat,TitForTat,900,300,3.0,1.0
Random,16,TitForTat,Grudger,390,130,3.0,1.0
Random,16,Grudger,TitForTat,390,130,3.0,1.0
Random,16,TitForTat,AlwaysDefect,153,161,0.9503105590062112,0.049689440993788817
Random,16,AlwaysDefect,TitForTat,193,161,1.1987577639751552,0.0
Random,16,TitForTat,Random,257,111,2.315315315315315,0.5675675675675675
Random,16,Random,TitForTat,272,111,2.4504504504504503,0.5405405405405406
Random,16,TitForTat,Pavlov,534,178,3.0,1.0
Random,16,Pavlov,TitForTat,534,178,3.0,1.0
Random,16,Grudger,Grudger,132,44,3.0,1.0
Random,16,Grudger,AlwaysDefect,100,104,0.9615384615384616,0.038461538461538464
Random,16,AlwaysDefect,Grudger,120,104,1.1538461538461537,0.0
Random,16,Grudger,Random,133,49,2.7142857142857144,0.20408163265306123
Random,16,Random,Grudger,58,49,1.183673469387755,0.5102040816326531
Random,16,Grudger,Pavlov,213,71,3.0,1.0
Random,16,Pavlov,Grudger,213,71,3.0,1.0
Random,16,AlwaysDefect,AlwaysDefect,60,60,1.0,0.0
Random,16,AlwaysDefect,Random,249,81,3.074074074074074,0.0
Random,16,Random,AlwaysDefect,39,81,0.48148148148148145,0.5185185185185185
Random,16,AlwaysDefect,Pavlov,257,85,3.023529411764706,0.0
Random,16,Pavlov,AlwaysDefect,42,85,0.49411764705882355,0.5058823529411764
Random,16,Random,Random,28,12,2.3333333333333335,0.5
Random,16,Random,Pavlov,173,77,2.2467532467532467,0.5454545454545454
Random,16,Pavlov,Random,183,77,2.3766233766233764,0.5194805194805194
Random,16,Pavlov,Pavlov,180,60,3.0,1.0
Random,17,SEAT,SEAT,5836,2580,2.262015503875969,0.5038759689922481
Random,17,SEAT,TitForTat,2101,892,2.3553811659192827,0.5044843049327354
Random,17,TitForTat,SEAT,1991,892,2.2320627802690582,0.5291479820627802
Random,17,SEAT,Grudger,465,563,0.8259325044404974,0.48845470692717585
Random,17,Grudger,SEAT,1585,563,2.8152753108348136,0.0905861456483126
Random,17,SEAT,AlwaysDefect,212,431,0.4918793503480278,0.5081206496519721
Random,17,AlwaysDefect,SEAT,1307,431,3.0324825986078885,0.0
Random,17,SEAT,Random,1116,493,2.26369168356998,0.4645030425963489
Random,17,Random,SEAT,1061,493,2.152129817444219,0.486815415821501
Random,17,SEAT,Pavlov,1034,463,2.2332613390928726,0.509719222462203
Random,17,Pavlov,SEAT,1069,463,2.308855291576674,0.4946004319654428
Random,17,TitForTat,TitForTat,618,206,3.0,1.0
Random,17,TitForTat,Grudger,540,180,3.0,1.0
Random,17,Grudger,TitForTat,540,180,3.0,1.0
Random,17,TitForTat,AlwaysDefect,149,157,0.9490445859872612,0.050955414012738856
Random,17,AlwaysDefect,TitForTat,189,157,1.2038216560509554,0.0
Random,17,TitForTat,Random,349,161,2.1677018633540373,0.484472049689441
Random,17,Random,TitForTat,359,161,2.229813664596273,0.4720496894409938
Random,17,TitForTat,Pavlov,294,98,3.0,1.0
Random,17,Pavlov,TitForTat,294,98,3.0,1.0
Random,17,Grudger,Grudger,66,22,3.0,1.0
Random,17,Grudger,AlwaysDefect,92,96,0.9583333333333334,0.041666666666666664
Random,17,AlwaysDefect,Grudger,112,96,1.1666666666666667,0.0
Random,17,Grudger,Random,269,103,2.6116504854368934,0.06796116504854369
Random,17,Random,Grudger,84,103,0.8155339805825242,0.42718446601941745
Random,17,Grudger,Pavlov,306,102,3.0,1.0
Random,17,Pavlov,Grudger,306,102,3.0,1.0
Random,17,AlwaysDefect,AlwaysDefect,60,60,1.0,0.0
Random,17,AlwaysDefect,Random,223,71,3.140845070422535,0.0
Random,17,Random,AlwaysDefect,33,71,0.4647887323943662,0.5352112676056338
Random,17,AlwaysDefect,Pavlov,174,58,3.0,0.0
Random,17,Pavlov,AlwaysDefect,29,58,0.5,0.5
Random,17,Random,Random,12,6,2.0,0.3333333333333333
Random,17,Random,Pavlov,158,79,2.0,0.4810126582278481
Random,17,Pavlov,Random,188,79,2.3797468354430378,0.4050632911392405
Random,17,Pavlov,Pavlov,180,60,3.0,1.0
Random,18,SEAT,SEAT,5473,2454,2.2302363488182557,0.48859005704971475
Random,18,SEAT,TitForTat,1973,829,2.3799758745476476,0.5186972255729795
Random,18,TitForTat,SEAT,1863,829,2.2472858866103738,0.5452352231604343
Random,18,SEAT,Grudger,443,472,0.9385593220338984,0.5296610169491526
Random,18,Grudger,SEAT,1363,472,2.88771186440678,0.13983050847457626
Random,18,SEAT,AlwaysDefect,315,603,0.5223880597014925,0.47761194029850745
Random,18,AlwaysDefect,SEAT,1755,603,2.91044776119403,0.0
Random,18,SEAT,Random,976,410,2.3804878048780487,0.5097560975609756
