block,paraphrase,ahead,behind,logit_diff,pp_diff,odds_ratio
B1,p1,0.5952380952380952,0.8142857142857143,1.0924394295610287,21.904761904761905,2.9815384615384612
B2,p1,0.6095238095238096,0.8,0.9409833444645266,19.047619047619047,2.5625
B3,p2,0.6761904761904762,0.8285714285714286,0.8392170083332651,15.238095238095239,2.314553990610329
B4,p2,0.6666666666666666,0.7476190476190476,0.392806711236241,8.0952380952381,1.4811320754716983
B5,p3,0.9380952380952381,0.9476190476190476,0.1771551806496694,0.952380952380949,1.193816335948315
B6,p3,0.9571428571428572,0.9666666666666667,0.26121549926361665,0.952380952380949,1.2985074626865658
