dataset,scope,level,n_sandboxes,nice,defected_first,round1_coop,retaliation_rate,forgiveness_rate,first_defection_round,llm_first_defection_round,own_coop_played,llm,opponent,both,none
prereg,opp_x_effort,opponent_type=Random|effort=high,19,0.6125730994152047,0.38742690058479534,0.7331871345029238,0.8784158084600666,0.2109694126971305,1.585499073771385,2.178246175385764,0.2659885310024438,0.16812865497076024,0.5950292397660819,0.21929824561403505,0.017543859649122806
prereg,opp_x_effort,opponent_type=Random|effort=off,50,0.5341666666666667,0.4658333333333334,0.6158333333333332,0.7207946188533798,0.34214243262332533,1.4570750988142291,2.50642913608131,0.38331667112534296,0.21999999999999997,0.5216666666666667,0.24583333333333332,0.0125
prereg,opp_x_effort,opponent_type=TitForTat|effort=high,19,0.18311403508771928,0.8168859649122806,0.7686403508771932,0.5152156850426312,0.43521688850427537,4.7100720760131525,4.7100720760131525,0.5924610151564569,0.8168859649122806,0.0,0.0,0.18311403508771928
prereg,opp_x_effort,opponent_type=TitForTat|effort=off,50,0.24751773049645392,0.752482269503546,0.5922163120567376,0.6385590527232012,0.32296547452504754,3.1731742737140642,3.1731742737140642,0.5327370766890774,0.752482269503546,0.0,0.0,0.24751773049645392
replication,all,all,24,0.39251979089530664,0.6074802091046934,0.5504921277195952,0.8279947643720512,0.2850564704421285,2.5060825244863665,2.823229322343717,0.4047339153449143,0.3897473024436687,0.19920043019852604,0.21773290666102474,0.19331936069678057
replication,opponent_type,opponent_type=AlwaysDefect,24,0.5416666666666666,0.4583333333333333,0.5416666666666666,0.8602891429009628,,1.0,1.6192054473304474,0.19391039584092307,0.0,0.5416666666666666,0.4583333333333333,0.0
replication,opponent_type,opponent_type=Grudger,24,0.2743055555555555,0.7256944444444443,0.5329861111111112,0.8337229457035992,0.19127465479367656,3.2934358138841837,3.2934358138841837,0.44325746557918927,0.7256944444444443,0.0,0.0,0.2743055555555555
replication,opponent_type,opponent_type=LLM,24,0.44067599067599067,0.5593240093240094,0.5645153457653458,0.8276082479571133,0.38821739699608954,2.794816429328994,3.1318234569909102,0.44111428317768914,0.23281857031857034,0.23281857031857034,0.326505439005439,0.20785742035742036
replication,opponent_type,opponent_type=Pavlov,24,0.2673611111111111,0.7326388888888888,0.5295138888888888,0.7882882041129332,0.18328140432295706,3.3248032407454104,3.3248032407454104,0.4491791165034645,0.7326388888888888,0.0,0.0,0.2673611111111111
replication,opponent_type,opponent_type=Random,24,0.4774305555555555,0.5225694444444445,0.5277777777777778,0.869579403933551,0.20718983626070708,1.4299105182257357,2.025234879854445,0.243642264260559,0.2725694444444444,0.46875,0.25,0.008680555555555554
replication,opponent_type,opponent_type=TitForTat,24,0.2647569444444444,0.7352430555555555,0.546875,0.7700848492261178,0.18773778251815823,3.267350649657022,3.267350649657022,0.4492009917139595,0.7352430555555555,0.0,0.0,0.2647569444444444
replication,effort,effort=off,24,0.39251979089530664,0.6074802091046934,0.5504921277195952,0.8279947643720512,0.2850564704421285,2.5060825244863665,2.823229322343717,0.4047339153449143,0.3897473024436687,0.19920043019852604,0.21773290666102474,0.19331936069678057
replication,score_state,score_state=ahead,12,0.4372134948340915,0.5627865051659086,0.5985687965019922,0.7962994004932594,0.27170890348820237,2.654903432231209,3.018853260137627,0.458309722450793,0.3676588560950668,0.20456028068690715,0.1951276490708417,0.23265321414718432
replication,score_state,score_state=behind,12,0.3478260869565217,0.6521739130434784,0.5024154589371981,0.8596901282508429,0.2984040373960546,2.3572616167415235,2.6276053845498066,0.35115810823903565,0.41183574879227053,0.19384057971014493,0.24033816425120771,0.15398550724637683
replication,model,model=deepseek-ai/DeepSeek-V4-Flash-0731,24,0.39251979089530664,0.6074802091046934,0.5504921277195952,0.8279947643720512,0.2850564704421285,2.5060825244863665,2.823229322343717,0.4047339153449143,0.3897473024436687,0.19920043019852604,0.21773290666102474,0.19331936069678057
replication,condition,condition=hidden,12,0.35507246376811596,0.6449275362318841,0.5304951690821257,0.8210014093365737,0.2996474155937267,2.5513287218741345,2.84650269725965,0.38014743568763837,0.4136473429951691,0.19897342995169084,0.23128019323671498,0.15609903381642512
replication,condition,condition=permitted,12,0.42996711802249726,0.5700328819775028,0.5704890863570647,0.8349881194075287,0.2704655252905303,2.460836327098598,2.799955947427783,0.4293203950021904,0.36584726189216826,0.1994274304453613,0.20418562008533447,0.23053968757713603
replication,opp_x_effort,opponent_type=AlwaysDefect|effort=off,24,0.5416666666666666,0.4583333333333333,0.5416666666666666,0.8602891429009628,,1.0,1.6192054473304474,0.19391039584092307,0.0,0.5416666666666666,0.4583333333333333,0.0
replication,opp_x_effort,opponent_type=Grudger|effort=off,24,0.2743055555555555,0.7256944444444443,0.5329861111111112,0.8337229457035992,0.19127465479367656,3.2934358138841837,3.2934358138841837,0.44325746557918927,0.7256944444444443,0.0,0.0,0.2743055555555555
replication,opp_x_effort,opponent_type=LLM|effort=off,24,0.44067599067599067,0.5593240093240094,0.5645153457653458,0.8276082479571133,0.38821739699608954,2.794816429328994,3.1318234569909102,0.44111428317768914,0.23281857031857034,0.23281857031857034,0.326505439005439,0.20785742035742036
replication,opp_x_effort,opponent_type=Pavlov|effort=off,24,0.2673611111111111,0.7326388888888888,0.5295138888888888,0.7882882041129332,0.18328140432295706,3.3248032407454104,3.3248032407454104,0.4491791165034645,0.7326388888888888,0.0,0.0,0.2673611111111111
replication,opp_x_effort,opponent_type=Random|effort=off,24,0.4774305555555555,0.5225694444444445,0.5277777777777778,0.869579403933551,0.20718983626070708,1.4299105182257357,2.025234879854445,0.243642264260559,0.2725694444444444,0.46875,0.25,0.008680555555555554
replication,opp_x_effort,opponent_type=TitForTat|effort=off,24,0.2647569444444444,0.7352430555555555,0.546875,0.7700848492261178,0.18773778251815823,3.267350649657022,3.267350649657022,0.4492009917139595,0.7352430555555555,0.0,0.0,0.2647569444444444
