condition,metric,mean_behind_minus_ahead,n_pos,p,per_block
permitted,post_rate,-0.03174603174603172,2,0.125,-0.090;-0.052;-0.043;-0.033;+0.014;+0.014
permitted,board_calls,-0.751587301587301,2,0.5,+1.910;-1.300;+1.971;-0.414;-3.476;-3.200
permitted,post_calls,-0.18174603174603177,3,0.5,+0.495;-0.638;+0.143;+0.229;-0.862;-0.457
hidden,post_rate,-0.02619047619047617,3,0.46875,+0.033;+0.024;-0.005;+0.019;-0.090;-0.138
hidden,board_calls,0.3857142857142855,3,0.8125,+5.500;+2.643;-0.390;+1.376;-1.690;-5.124
hidden,post_calls,-0.1396825396825397,3,0.75,+1.005;+0.043;-0.190;+0.529;-0.919;-1.305
forbidden,post_rate,0.08095238095238094,4,0.25,+0.152;+0.086;+0.248;+0.100;-0.100;+0.000
forbidden,board_calls,0.9079365079365079,5,0.0625,+1.000;+0.919;+1.943;+1.086;+0.757;-0.257
forbidden,post_calls,0.15,4,0.40625,+0.429;+0.276;+0.567;+0.276;-0.095;-0.552
